"tourist_season","mean_conc_centralized","mean_conc_decentralized","sd_conc_centralized","sd_conc_decentralized","cv_conc_centralized","cv_conc_decentralized"
"In Season",4.17921289374731,7.48642232323008,6.24800236444763,12.2420157143452,1.49501892420832,1.63522911021981
"Out of Season",6.26762357562252,0.675905130058932,5.12320554087691,0.732783047556766,0.817407982317773,1.08415074093738
