"tourist_season","mean_conc_centralized","mean_conc_decentralized","sd_conc_centralized","sd_conc_decentralized","cv_conc_centralized","cv_conc_decentralized"
"In Season",0.00252962962962963,0.00452566666666665,0.00130451889496667,0.00203356960443375,0.515695610016108,0.449341446070654
"Out of Season",0.00642222222222225,0.00379629629629628,0.00791947903262264,0.00205429390711021,1.23313687359175,0.541131077970495
