"","sum_sq","df","f_value","pr_f"
"stt",85.6061527814757,1,5.82952871568236,0.0222960102734776
"tourist_season",0.215490645001239,1,0.0146742828894825,0.904417624564436
"stt:tourist_season",0.752236217649397,1,0.0512250870910806,0.822532788764345
"Residuals",425.862630024322,29,NA,NA
