"PEAK_TIME","AREA.x","SITE","MONTH","TIME","LINE","DATE_HPLC","ROW","PPCP","AREA.y","AREA","CONCENTRATION"
2.73895192146301,8223.390625,"BO","SEPTEMBER","15","LINEB","20181001","ROW2","acetaminophen",29563.16015625,-21339.76953125,NA
2.77194142341614,11941.8583984375,"SA","JUNE","29","LINEC","20181001","ROW2","acetaminophen",47781.46484375,-35839.6064453125,NA
2.75880694389343,11966.4501953125,"SJ","JULY","20","LINEC","20181001","ROW2","acetaminophen",47781.46484375,-35815.0146484375,NA
2.70326161384583,7974.6513671875,"WB","JULY","25","LINED","20181001","ROW2","acetaminophen",0,7974.6513671875,0.0349076509521453
2.74574494361878,6942.212890625,"WF","JULY","18","LINEE","20181001","ROW2","acetaminophen",0,6942.212890625,0.0254632802496337
9.29421997070313,2222.51318359375,"BB","JULY","1","LINEB","20181001","ROW4","caffeine",0,2222.51318359375,0.0487266297082082
9.29275703430176,2607.38452148438,"BB","JULY","25","LINEF","20181001","ROW4","caffeine",0,2607.38452148438,0.0643279047807149
9.31991863250733,6837.1796875,"BB","JUNE","11","LINEC","20181001","ROW4","caffeine",0,6837.1796875,0.344000168647469
8.97634696960449,6612.01171875,"BB",NA,"02","LINED","20181001","ROW4","caffeine",0,6612.01171875,0.324537311958088
9.23484611511231,1891.16101074219,"BD","AUGUST","20","LINEB","20181001","ROW4","caffeine",0,1891.16101074219,0.0367976476349686
9.48631668090821,2489.09692382813,"BD","JULY","1","LINEC","20181001","ROW4","caffeine",0,2489.09692382813,0.0593377664180423
9.06766700744629,2942.39819335938,"BD","JULY","18","LINED","20181001","ROW4","caffeine",0,2942.39819335938,0.0793782854664833
9.31317520141602,3529.19165039063,"BD","JULY","20","LINED","20181001","ROW4","caffeine",0,3529.19165039063,0.108906524357092
9.29567813873291,3909.66162109375,"BD","JULY","27","LINEC","20181001","ROW4","caffeine",0,3909.66162109375,0.13013259775433
9.49464130401612,2840.40625,"BD","JUNE","10","LINEC","20181001","ROW4","caffeine",0,2840.40625,0.0746543761522723
9.50545024871826,3100.05883789063,"BD","JUNE","11","LINEC","20181001","ROW4","caffeine",0,3100.05883789063,0.086921463205188
9.31699371337891,1789.76586914063,"BO","JULY","26","LINEE","20181001","ROW4","caffeine",0,1789.76586914063,0.0334346467470663
9.10426902770996,4836.32958984375,"BO","JUNE","11","LINED","20181001","ROW4","caffeine",0,4836.32958984375,0.18838607839589
9.08780288696289,1415.53161621094,"BO","JUNE","30","LINEF","20181001","ROW4","caffeine",0,1415.53161621094,0.0222336948653612
9.27346515655518,7961.84814453125,"BO","SEPTEMBER","15","LINEB","20181001","ROW4","caffeine",0,7961.84814453125,0.448316522927272
9.04118347167969,5984.24853515625,"DA","SEPTEMBER","15","LINED","20181001","ROW4","caffeine",0,5984.24853515625,0.272844386596799
9.40383338928223,2115.34643554688,"DU","AUGUST","29","LINEE","20181001","ROW4","caffeine",0,2115.34643554688,0.0447134250102581
9.47779178619385,2725.46630859375,"DU","SEPTEMBER","15","LINEE","20181001","ROW4","caffeine",0,2725.46630859375,0.0694791391189239
9.19943428039551,6675.3603515625,"FI","JULY","11","LINEF","20181001","ROW4","caffeine",0,6675.3603515625,0.329964248203387
9.1097640991211,2818.9814453125,"FI","JUNE","29","LINED","20181001","ROW4","caffeine",0,2818.9814453125,0.0736777440967255
9.27195835113526,2109.736328125,"FI","SEPTEMBER","15","LINED","20181001","ROW4","caffeine",0,2109.736328125,0.044507383776594
9.03299140930176,3316.66625976563,"FLBS","JULY","18","LINEB","20181001","ROW4","caffeine",0,3316.66625976563,0.0977555250013727
9.50341892242432,3559.4267578125,"FLBS","JULY","18","LINEC","20181001","ROW4","caffeine",0,3559.4267578125,0.110534375566624
9.40790462493897,2011.38830566406,"HO","AUGUST","28","LINEB","20181001","ROW4","caffeine",0,2011.38830566406,0.0409613506454189
9.2044267654419,9698.50390625,"HO","JULY","26","LINEC","20181001","ROW4","caffeine",0,9698.50390625,0.631857749572344
9.07413291931153,1053.63342285156,"HO","JUNE","11","LINED","20181001","ROW4","caffeine",0,1053.63342285156,0.0133043117683378
9.48206233978272,1721.99353027344,"LK","JULY","21","LINEC","20181001","ROW4","caffeine",0,1721.99353027344,0.0312636268830047
9.12763977050781,2893.75927734375,"LK","JULY","29","LINED","20181001","ROW4","caffeine",0,2893.75927734375,0.0771101379965718
9.14477157592774,19229.873046875,"LK","SEPTEMBER","1","LINEF","20181001","ROW4","caffeine",0,19229.873046875,2.07796296375529
9.36731815338135,1224.36206054688,"LK","SEPTEMBER","15","LINEE","20181001","ROW4","caffeine",0,1224.36206054688,0.0172752519945591
9.17031955718994,1537.68884277344,"LK","SEPTEMBER","16","LINEF","20181001","ROW4","caffeine",0,1537.68884277344,0.0256764148621554
9.52358531951905,13997.5634765625,"SA","JULY","21","LINEC","20181001","ROW4","caffeine",0,13997.5634765625,1.19607596640089
9.46376323699951,2981.93115234375,"SA","JULY","26","LINEE","20181001","ROW4","caffeine",0,2981.93115234375,0.0812423500775312
9.49856281280518,1606.53967285156,"SA","JUNE","29","LINEC","20181001","ROW4","caffeine",0,1606.53967285156,0.0277089073815116
9.17238330841065,11573.921875,"SA",NA,"02","LINEB","20181001","ROW4","caffeine",0,11573.921875,0.85930773002258
9.46971702575684,4593.34033203125,"SJ","AUGUST","24","LINEB","20181001","ROW4","caffeine",0,4593.34033203125,0.17223150761054
9.43564128875733,11676.4873046875,"SJ","JULY","20","LINEC","20181001","ROW4","caffeine",0,11676.4873046875,0.87259515362542
